экран;вкладка;подвкладка;вид (переключатель);основная кнопка;кнопка файл:строка;№;вид элемента;подпись;key;умолчание ni;умолчание al;умолчание fe;мин;макс;шаг;условие показа;в раскрывающемся блоке;форма;в одной строке (st.columns);обязательное;через функцию;подсказка (help);прочее;файл:строка
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;15;галочка;Показывать узловые точки;binary_nodes_{база};False;False;False;;;;;;;;нет;;;;app/ThermoGar_app.py:8502
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;16;плашка (error);excluded_phase_message(rejected_candidates);;;;;;;;rejected_candidates;;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2865
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;17;плашка (info);unbuildable_note;;;;;;;;unbuildable_note;;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2868
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;18;раскрывающийся блок;Управление фазами / метастабильный расчёт (expanded=False);;;;;;;;;;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2873
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;19;радио;Набор фаз;binary_diagram_phase_set_{база};быстрый набор (fast);быстрый набор (fast);быстрый набор (fast);;;;len(fast_phases) < len(all_phases);Управление фазами / метастабильный расчёт;;;нет;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2895
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;20;подпись;"Быстрый набор — обычные для практики фазы; если сомневаетесь, проверьте результат в режиме ""все фазы"".";;;;;;;;len(fast_phases) < len(all_phases);Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2906
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;21;плашка (warning);dropped_phases_warning(dropped);;;;;;;;len(fast_phases) < len(all_phases) И phase_mode == PHASE_MODE_FAST И dropped;Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2916
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;22;раскрывающийся блок;dropped_phases_expander_label(len(dropped));;;;;;;;len(fast_phases) < len(all_phases) И phase_mode == PHASE_MODE_FAST И dropped И len(dropped) > DROPPED_PHASES_SHOWN;Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2918
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;23;подпись;dropped_phases_full_list(dropped);;;;;;;;len(fast_phases) < len(all_phases) И phase_mode == PHASE_MODE_FAST И dropped И len(dropped) > DROPPED_PHASES_SHOWN;Управление фазами / метастабильный расчёт › dropped_phases_expander_label(len(dropped));;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2921
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;24;радио;Какие фазы учитывать;binary_diagram_phase_mode_{база};Автоматически — все совместимые фазы;Автоматически — все совместимые фазы;Автоматически — все совместимые фазы;;;;;Управление фазами / метастабильный расчёт;;;нет;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2931
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;25;подпись;f'В расчёте будет учтено фаз: {len(candidate_phases)}. Это обычное равновесие для выбранной базы и состава.';;;;;;;;mode.startswith('Автоматически');Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2942
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;26;плашка (warning);Если отключить устойчивую фазу, получится метастабильное равновесие только среди оставленных фаз.;;;;;;;;не (mode.startswith('Автоматически'));Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:2948
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;27;таблица-редактор;phase_table;f'{key_prefix}_phase_editor_{database_key}_{signature}';;;;;;;не (mode.startswith('Автоматически'));Управление фазами / метастабильный расчёт;;;да, ≥1 фаза — ThermoGar_app.py:3025–3026, отказ :8575–8576;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;disabled=['Фаза', 'Что это', 'Примечание модели'];app/ThermoGar_app.py:2975
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;28;плашка (error);excluded_phase_message(rejected_selected);;;;;;;;не (mode.startswith('Автоматически')) И rejected_selected;Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:3018
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;29;подпись;f'Выбрано фаз: {len(selected)} из {len(candidate_phases)}.';;;;;;;;не (mode.startswith('Автоматически'));Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:3021
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;30;плашка (error);Нужно оставить хотя бы одну фазу.;;;;;;;;не (mode.startswith('Автоматически')) И not selected;Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:8520;;;app/ThermoGar_app.py:3026
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;31;плашка (error, текст исключения);Список фаз появится после исправления параметров системы.;;;;;;;;при исключении;;;;;;;;app/ThermoGar_app.py:8528
S04;Диаграммы;Бинарная T–X;;Построить диаграмму состояния;app/ThermoGar_app.py:8546;32;плашка (info);На диаграмме выбрано больше семи фаз. Расчёт допустим, но для читаемого графика лучше оставить основные фазы.;;;;;;;;len(binary_selected_phases or []) > 7;;;;;;;;app/ThermoGar_app.py:8539
